,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.892±0.000,0.934±0.004,0.913±0.002,4944.000±0.000,nan±nan
Income > 50K,0.756±0.011,0.644±0.001,0.695±0.004,1568.500±0.707,nan±nan
accuracy,0.864±0.003,0.864±0.003,0.864±0.003,0.864±0.003,0.920±0.003
macro avg,0.824±0.006,0.789±0.002,0.804±0.003,6512.500±0.707,nan±nan
weighted avg,0.859±0.003,0.864±0.003,0.860±0.003,6512.500±0.707,nan±nan
