,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.891902363425029,0.9312297734627832,0.9111418959034236,4944.0,
Income > 50K,0.7483345669874167,0.6443594646271511,0.6924657534246574,1569.0,
accuracy,0.8621219100261016,0.8621219100261016,0.8621219100261016,0.8621219100261016,0.9181600013200748
macro avg,0.8201184652062229,0.7877946190449672,0.8018038246640405,6513.0,
weighted avg,0.8573164778714265,0.8621219100261016,0.8584621987516988,6513.0,
