,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.892,0.934,0.913,4944.000,
Income > 50K,0.756,0.644,0.695,1568.500,
accuracy,0.864,0.864,0.864,0.864,0.920
macro avg,0.824,0.789,0.804,6512.500,
weighted avg,0.859,0.864,0.860,6512.500,
