,precision,recall,f1-score,support,ROC_AUC
College,0.872±0.036,0.874±0.021,0.872±0.015,100.000±0.000,nan±nan
No College,0.874±0.015,0.870±0.046,0.871±0.022,100.000±0.000,nan±nan
accuracy,0.872±0.018,0.872±0.018,0.872±0.018,0.872±0.018,0.951±0.006
macro avg,0.873±0.016,0.872±0.018,0.872±0.018,200.000±0.000,nan±nan
weighted avg,0.873±0.016,0.872±0.018,0.872±0.018,200.000±0.000,nan±nan
