,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902±0.001,0.985±0.001,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.630±0.017,0.189±0.013,0.290±0.016,1057.800±0.447,nan±nan
accuracy,0.892±0.001,0.892±0.001,0.892±0.001,0.892±0.001,0.772±0.014
macro avg,0.766±0.009,0.587±0.006,0.616±0.009,9042.200±0.447,nan±nan
weighted avg,0.870±0.003,0.892±0.001,0.865±0.003,9042.200±0.447,nan±nan
