,precision,recall,f1-score,support,ROC_AUC
No subscription,0.001,0.001,0.001,0.548,
"Yes, subscribed",0.017,0.013,0.016,0.447,
accuracy,0.001,0.001,0.001,0.001,0.014
macro avg,0.009,0.006,0.009,0.447,
weighted avg,0.003,0.001,0.003,0.447,
