,precision,recall,f1-score,support,ROC_AUC
Bad,0.740,0.758,0.749,1027.200,
Good,0.730,0.712,0.721,947.000,
accuracy,0.735,0.735,0.735,0.735,0.802
macro avg,0.735,0.735,0.735,1974.200,
weighted avg,0.735,0.735,0.735,1974.200,
