,precision,recall,f1-score,support,ROC_AUC
Bad,0.740±0.013,0.758±0.010,0.749±0.011,1027.200±0.447,nan±nan
Good,0.730±0.012,0.712±0.016,0.721±0.014,947.000±0.000,nan±nan
accuracy,0.735±0.012,0.735±0.012,0.735±0.012,0.735±0.012,0.802±0.009
macro avg,0.735±0.012,0.735±0.012,0.735±0.012,1974.200±0.447,nan±nan
weighted avg,0.735±0.012,0.735±0.012,0.735±0.012,1974.200±0.447,nan±nan
