,precision,recall,f1-score,support,ROC_AUC
College,0.885±0.045,0.892±0.040,0.888±0.027,100.000±0.000,nan±nan
No College,0.892±0.037,0.882±0.049,0.886±0.029,100.000±0.000,nan±nan
accuracy,0.887±0.028,0.887±0.028,0.887±0.028,0.887±0.028,0.960±0.017
macro avg,0.889±0.029,0.887±0.028,0.887±0.028,200.000±0.000,nan±nan
weighted avg,0.889±0.029,0.887±0.028,0.887±0.028,200.000±0.000,nan±nan
