,precision,recall,f1-score,support,ROC_AUC
College,0.854±0.049,0.812±0.069,0.829±0.027,100.000±0.000,nan±nan
No College,0.824±0.050,0.856±0.058,0.837±0.021,100.000±0.000,nan±nan
accuracy,0.834±0.022,0.834±0.022,0.834±0.022,0.834±0.022,0.849±0.027
macro avg,0.839±0.025,0.834±0.022,0.833±0.022,200.000±0.000,nan±nan
weighted avg,0.839±0.025,0.834±0.022,0.833±0.022,200.000±0.000,nan±nan
