,precision,recall,f1-score,support,ROC_AUC
College,0.049,0.069,0.027,0.000,
No College,0.050,0.058,0.021,0.000,
accuracy,0.022,0.022,0.022,0.022,0.027
macro avg,0.025,0.022,0.022,0.000,
weighted avg,0.025,0.022,0.022,0.000,
