,precision,recall,f1-score,support,ROC_AUC
College,0.903±0.046,0.900±0.044,0.900±0.011,100.000±0.000,nan±nan
No College,0.903±0.036,0.900±0.053,0.900±0.014,100.000±0.000,nan±nan
accuracy,0.900±0.012,0.900±0.012,0.900±0.012,0.900±0.012,0.964±0.012
macro avg,0.903±0.014,0.900±0.012,0.900±0.012,200.000±0.000,nan±nan
weighted avg,0.903±0.014,0.900±0.012,0.900±0.012,200.000±0.000,nan±nan
