,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.694,0.768,0.729,792.600,
Recidivism,0.674,0.587,0.627,650.200,
accuracy,0.686,0.686,0.686,0.686,0.742
macro avg,0.684,0.677,0.678,1442.800,
weighted avg,0.685,0.686,0.683,1442.800,
