,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.672665916760405,0.7540983606557377,0.7110582639714625,793.0,
Recidivism,0.648014440433213,0.5523076923076923,0.5963455149501661,650.0,
accuracy,0.6632016632016632,0.6632016632016632,0.6632016632016632,0.6632016632016632,0.7087719468425646
macro avg,0.660340178596809,0.653203026481715,0.6537018894608143,1443.0,
weighted avg,0.6615616481445528,0.6632016632016632,0.65938585450241,1443.0,
