,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.626±0.006,0.932±0.011,0.749±0.007,399.600±0.548,nan±nan
Potable,0.551±0.053,0.130±0.012,0.210±0.019,255.600±0.548,nan±nan
accuracy,0.619±0.010,0.619±0.010,0.619±0.010,0.619±0.010,0.589±0.018
macro avg,0.589±0.029,0.531±0.010,0.480±0.012,655.200±0.447,nan±nan
weighted avg,0.597±0.024,0.619±0.010,0.539±0.011,655.200±0.447,nan±nan
