,precision,recall,f1-score,support,ROC_AUC
Bad,0.741±0.018,0.744±0.020,0.742±0.011,1027.200±0.447,nan±nan
Good,0.721±0.012,0.717±0.031,0.719±0.016,947.000±0.000,nan±nan
accuracy,0.731±0.012,0.731±0.012,0.731±0.012,0.731±0.012,0.795±0.013
macro avg,0.731±0.011,0.730±0.012,0.730±0.012,1974.200±0.447,nan±nan
weighted avg,0.731±0.012,0.731±0.012,0.731±0.012,1974.200±0.447,nan±nan
