,precision,recall,f1-score,support,ROC_AUC
Bad,0.741,0.744,0.742,1027.200,
Good,0.721,0.717,0.719,947.000,
accuracy,0.731,0.731,0.731,0.731,0.795
macro avg,0.731,0.730,0.730,1974.200,
weighted avg,0.731,0.731,0.731,1974.200,
