,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.703±0.017,0.757±0.009,0.729±0.011,792.600±0.548,nan±nan
Recidivism,0.673±0.015,0.610±0.029,0.640±0.022,650.200±0.447,nan±nan
accuracy,0.691±0.015,0.691±0.015,0.691±0.015,0.691±0.015,0.743±0.017
macro avg,0.688±0.015,0.684±0.016,0.685±0.016,1442.800±0.447,nan±nan
weighted avg,0.690±0.015,0.691±0.015,0.689±0.016,1442.800±0.447,nan±nan
