,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.703,0.757,0.729,792.600,
Recidivism,0.673,0.610,0.640,650.200,
accuracy,0.691,0.691,0.691,0.691,0.743
macro avg,0.688,0.684,0.685,1442.800,
weighted avg,0.690,0.691,0.689,1442.800,
