,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.8896217264791465,0.927588996763754,0.9082087335379742,4944.0,
Income > 50K,0.7361827560795873,0.6371173469387755,0.6830769230769231,1568.0,
accuracy,0.8576474201474201,0.8576474201474201,0.8576474201474201,0.8576474201474201,0.91271849304042
macro avg,0.8129022412793669,0.7823531718512649,0.7956428283074486,6512.0,
weighted avg,0.8526757336065253,0.8576474201474201,0.8540000912156572,6512.0,
