,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.002,0.004,0.002,0.000,
Income > 50K,0.012,0.010,0.007,0.447,
accuracy,0.003,0.003,0.003,0.003,0.002
macro avg,0.006,0.005,0.004,0.447,
weighted avg,0.003,0.003,0.003,0.447,
