,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.887,0.934,0.910,4944.000,
Income > 50K,0.750,0.626,0.682,1568.200,
accuracy,0.860,0.860,0.860,0.860,0.916
macro avg,0.819,0.780,0.796,6512.200,
weighted avg,0.854,0.860,0.855,6512.200,
