,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.002,0.012,0.004,0.548,
Potable,0.036,0.012,0.017,0.548,
accuracy,0.004,0.004,0.004,0.004,0.023
macro avg,0.019,0.003,0.008,0.447,
weighted avg,0.015,0.004,0.006,0.447,
