,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.6222961730449251,0.93734335839599,0.748,399.0,
Potable,0.5370370370370371,0.11328125,0.1870967741935484,256.0,
accuracy,0.6152671755725191,0.6152671755725191,0.6152671755725191,0.6152671755725191,0.564702772556391
macro avg,0.5796666050409811,0.525312304197995,0.4675483870967742,655.0,
weighted avg,0.5889735183609262,0.6152671755725191,0.528776754493967,655.0,
