,precision,recall,f1-score,support,ROC_AUC
Churn,0.023,0.039,0.032,0.447,
No Churn,0.011,0.007,0.007,0.447,
accuracy,0.011,0.011,0.011,0.011,0.013
macro avg,0.016,0.020,0.019,0.548,
weighted avg,0.013,0.011,0.013,0.548,
