,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.878,0.932,0.904,4944.000,
Income > 50K,0.735,0.591,0.655,1568.200,
accuracy,0.850,0.850,0.850,0.850,0.906
macro avg,0.806,0.761,0.779,6512.200,
weighted avg,0.843,0.850,0.844,6512.200,
