,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.878±0.005,0.932±0.006,0.904±0.002,4944.000±0.000,nan±nan
Income > 50K,0.735±0.014,0.591±0.021,0.655±0.012,1568.200±0.447,nan±nan
accuracy,0.850±0.004,0.850±0.004,0.850±0.004,0.850±0.004,0.906±0.002
macro avg,0.806±0.007,0.761±0.009,0.779±0.007,6512.200±0.447,nan±nan
weighted avg,0.843±0.004,0.850±0.004,0.844±0.004,6512.200±0.447,nan±nan
