,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906,0.982,0.942,7984.400,
"Yes, subscribed",0.621,0.228,0.333,1057.800,
accuracy,0.893,0.893,0.893,0.893,0.797
macro avg,0.763,0.605,0.638,9042.200,
weighted avg,0.872,0.893,0.871,9042.200,
