,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906±0.002,0.982±0.002,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.621±0.008,0.228±0.024,0.333±0.026,1057.800±0.447,nan±nan
accuracy,0.893±0.001,0.893±0.001,0.893±0.001,0.893±0.001,0.797±0.008
macro avg,0.763±0.005,0.605±0.011,0.638±0.013,9042.200±0.447,nan±nan
weighted avg,0.872±0.003,0.893±0.001,0.871±0.004,9042.200±0.447,nan±nan
