,precision,recall,f1-score,support,ROC_AUC
Bad,0.722±0.019,0.741±0.037,0.731±0.012,1027.200±0.447,nan±nan
Good,0.712±0.021,0.688±0.043,0.699±0.017,947.000±0.000,nan±nan
accuracy,0.716±0.009,0.716±0.009,0.716±0.009,0.716±0.009,0.768±0.011
macro avg,0.717±0.009,0.715±0.009,0.715±0.009,1974.200±0.447,nan±nan
weighted avg,0.717±0.009,0.716±0.009,0.715±0.009,1974.200±0.447,nan±nan
