,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.002,0.001,0.001,0.447,
Rain tomorrow,0.003,0.007,0.005,0.548,
accuracy,0.001,0.001,0.001,0.001,0.003
macro avg,0.002,0.003,0.003,0.548,
weighted avg,0.002,0.001,0.002,0.548,
