,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.867±0.002,0.944±0.001,0.904±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.718±0.003,0.498±0.007,0.588±0.005,6375.400±0.548,nan±nan
accuracy,0.844±0.001,0.844±0.001,0.844±0.001,0.844±0.001,0.868±0.003
macro avg,0.793±0.002,0.721±0.003,0.746±0.003,28438.600±0.548,nan±nan
weighted avg,0.834±0.002,0.844±0.001,0.833±0.002,28438.600±0.548,nan±nan
