,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.004,0.033,0.014,0.548,
Recidivism,0.024,0.023,0.006,0.447,
accuracy,0.009,0.009,0.009,0.009,0.015
macro avg,0.012,0.007,0.006,0.447,
weighted avg,0.011,0.009,0.007,0.447,
