,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.6848837209302325,0.7436868686868687,0.7130750605326877,792.0,
Recidivism,0.6512027491408935,0.583076923076923,0.6152597402597404,650.0,
accuracy,0.6712898751733704,0.6712898751733704,0.6712898751733704,0.6712898751733704,0.6876301476301476
macro avg,0.668043235035563,0.6633818958818959,0.664167400396214,1442.0,
weighted avg,0.6697015907894069,0.6712898751733704,0.668983550007434,1442.0,
