,precision,recall,f1-score,support,ROC_AUC
No College,0.8431372549019608,0.86,0.8514851485148515,100.0,
College,0.8571428571428571,0.84,0.8484848484848485,100.0,
accuracy,0.85,0.85,0.85,0.85,0.9307
macro avg,0.8501400560224089,0.85,0.84998499849985,200.0,
weighted avg,0.850140056022409,0.85,0.84998499849985,200.0,
