,precision,recall,f1-score,support,ROC_AUC
College,0.852±0.041,0.840±0.034,0.845±0.019,100.000±0.000,nan±nan
No College,0.843±0.024,0.852±0.050,0.846±0.024,100.000±0.000,nan±nan
accuracy,0.846±0.021,0.846±0.021,0.846±0.021,0.846±0.021,0.935±0.011
macro avg,0.848±0.022,0.846±0.021,0.846±0.021,200.000±0.000,nan±nan
weighted avg,0.848±0.022,0.846±0.021,0.846±0.021,200.000±0.000,nan±nan
