,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.6266149870801033,0.6116015132408575,0.6190172303765156,793.0,
Recidivism,0.5396113602391629,0.5553846153846154,0.5473843821076573,650.0,
accuracy,0.5862785862785863,0.5862785862785863,0.5862785862785863,0.5862785862785863,0.6180133863614317
macro avg,0.5831131736596331,0.5834930643127365,0.5832008062420864,1443.0,
weighted avg,0.5874241641787789,0.5862785862785863,0.5867501816067596,1443.0,
