,precision,recall,f1-score,support,ROC_AUC
College,0.849±0.047,0.862±0.047,0.854±0.030,100.000±0.000,nan±nan
No College,0.861±0.037,0.844±0.058,0.851±0.034,100.000±0.000,nan±nan
accuracy,0.853±0.031,0.853±0.031,0.853±0.031,0.853±0.031,0.929±0.015
macro avg,0.855±0.030,0.853±0.031,0.853±0.031,200.000±0.000,nan±nan
weighted avg,0.855±0.030,0.853±0.031,0.853±0.031,200.000±0.000,nan±nan
