,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.665,0.891,0.762,399.600,
Potable,0.637,0.297,0.404,255.600,
accuracy,0.660,0.660,0.660,0.660,0.664
macro avg,0.651,0.594,0.583,655.200,
weighted avg,0.654,0.660,0.622,655.200,
