,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.6488970588235294,0.8847117794486216,0.7486744432661718,399.0,
Potable,0.5855855855855856,0.25390625,0.3542234332425067,256.0,
accuracy,0.6381679389312978,0.6381679389312978,0.6381679389312978,0.6381679389312978,0.6040002349624061
macro avg,0.6172413222045575,0.5693090147243107,0.5514489382543393,655.0,
weighted avg,0.624152421954959,0.6381679389312978,0.594507330951579,655.0,
