,precision,recall,f1-score,support,ROC_AUC
No subscription,0.909±0.002,0.637±0.069,0.747±0.047,7984.400±0.548,nan±nan
"Yes, subscribed",0.160±0.010,0.516±0.061,0.243±0.006,1057.800±0.447,nan±nan
accuracy,0.623±0.054,0.623±0.054,0.623±0.054,0.623±0.054,0.609±0.008
macro avg,0.534±0.005,0.576±0.005,0.495±0.026,9042.200±0.447,nan±nan
weighted avg,0.821±0.001,0.623±0.054,0.688±0.042,9042.200±0.447,nan±nan
