,precision,recall,f1-score,support,ROC_AUC
No subscription,0.909,0.637,0.747,7984.400,
"Yes, subscribed",0.160,0.516,0.243,1057.800,
accuracy,0.623,0.623,0.623,0.623,0.609
macro avg,0.534,0.576,0.495,9042.200,
weighted avg,0.821,0.623,0.688,9042.200,
