,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.069,0.047,0.548,
"Yes, subscribed",0.010,0.061,0.006,0.447,
accuracy,0.054,0.054,0.054,0.054,0.008
macro avg,0.005,0.005,0.026,0.447,
weighted avg,0.001,0.054,0.042,0.447,
