,precision,recall,f1-score,support,ROC_AUC
Churn,0.020,0.023,0.022,0.447,
No Churn,0.007,0.005,0.006,0.447,
accuracy,0.009,0.009,0.009,0.009,0.015
macro avg,0.014,0.014,0.014,0.548,
weighted avg,0.010,0.009,0.010,0.548,
