,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.7030516431924883,0.755359394703657,0.7282674772036474,793.0,
Recidivism,0.6717428087986463,0.6107692307692307,0.6398066075745367,650.0,
accuracy,0.6902286902286903,0.6902286902286903,0.6902286902286903,0.6902286902286903,0.741337666116985
macro avg,0.6873972259955673,0.6830643127364439,0.684037042389092,1443.0,
weighted avg,0.6889485646367035,0.6902286902286903,0.6884202386319759,1443.0,
