,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.702±0.018,0.762±0.019,0.731±0.014,792.600±0.548,nan±nan
Recidivism,0.676±0.020,0.605±0.032,0.638±0.024,650.200±0.447,nan±nan
accuracy,0.691±0.017,0.691±0.017,0.691±0.017,0.691±0.017,0.744±0.019
macro avg,0.689±0.017,0.684±0.018,0.685±0.018,1442.800±0.447,nan±nan
weighted avg,0.690±0.017,0.691±0.017,0.689±0.018,1442.800±0.447,nan±nan
