,precision,recall,f1-score,support,ROC_AUC
Bad,0.740±0.018,0.756±0.008,0.748±0.010,1027.200±0.447,nan±nan
Good,0.729±0.009,0.711±0.028,0.719±0.018,947.000±0.000,nan±nan
accuracy,0.734±0.013,0.734±0.013,0.734±0.013,0.734±0.013,0.804±0.010
macro avg,0.734±0.013,0.733±0.014,0.734±0.014,1974.200±0.447,nan±nan
weighted avg,0.734±0.013,0.734±0.013,0.734±0.014,1974.200±0.447,nan±nan
