,precision,recall,f1-score,support,ROC_AUC
Bad,0.7482993197278912,0.7497565725413826,0.7490272373540855,1027.0,
Good,0.728042328042328,0.7265047518479408,0.7272727272727273,947.0,
accuracy,0.7386018237082067,0.7386018237082067,0.7386018237082067,0.7386018237082067,0.8035018595081684
macro avg,0.7381708238851097,0.7381306621946617,0.7381499823134063,1974.0,
weighted avg,0.7385812999071069,0.7386018237082067,0.7385908031863823,1974.0,
