,precision,recall,f1-score,support,ROC_AUC
College,0.907±0.035,0.900±0.032,0.903±0.017,100.000±0.000,nan±nan
No College,0.902±0.028,0.906±0.038,0.903±0.017,100.000±0.000,nan±nan
accuracy,0.903±0.017,0.903±0.017,0.903±0.017,0.903±0.017,0.970±0.008
macro avg,0.904±0.018,0.903±0.017,0.903±0.017,200.000±0.000,nan±nan
weighted avg,0.904±0.018,0.903±0.017,0.903±0.017,200.000±0.000,nan±nan
