,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.014,0.080,0.038,0.548,
Potable,0.086,0.048,0.029,0.548,
accuracy,0.036,0.036,0.036,0.036,0.044
macro avg,0.048,0.026,0.026,0.447,
weighted avg,0.040,0.036,0.028,0.447,
