,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.681±0.014,0.840±0.080,0.751±0.038,399.600±0.548,nan±nan
Potable,0.624±0.086,0.387±0.048,0.472±0.029,255.600±0.548,nan±nan
accuracy,0.663±0.036,0.663±0.036,0.663±0.036,0.663±0.036,0.677±0.044
macro avg,0.653±0.048,0.613±0.026,0.612±0.026,655.200±0.447,nan±nan
weighted avg,0.659±0.040,0.663±0.036,0.642±0.028,655.200±0.447,nan±nan
