,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.695,0.767,0.729,792.600,
Recidivism,0.675,0.589,0.629,650.200,
accuracy,0.687,0.687,0.687,0.687,0.740
macro avg,0.685,0.678,0.679,1442.800,
weighted avg,0.686,0.687,0.684,1442.800,
