,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.791±0.003,0.796±0.005,0.794±0.003,4944.000±0.000,nan±nan
Income > 50K,0.345±0.009,0.338±0.014,0.342±0.011,1568.200±0.447,nan±nan
accuracy,0.686±0.004,0.686±0.004,0.686±0.004,0.686±0.004,0.609±0.007
macro avg,0.568±0.006,0.567±0.006,0.568±0.006,6512.200±0.447,nan±nan
weighted avg,0.684±0.005,0.686±0.004,0.685±0.004,6512.200±0.447,nan±nan
