,precision,recall,f1-score,support,ROC_AUC
No subscription,0.907,0.979,0.942,7984.400,
"Yes, subscribed",0.612,0.246,0.350,1057.800,
accuracy,0.893,0.893,0.893,0.893,0.787
macro avg,0.760,0.612,0.646,9042.200,
weighted avg,0.873,0.893,0.873,9042.200,
