,precision,recall,f1-score,support,ROC_AUC
No subscription,0.9059124172377744,0.9767063243581716,0.9399783054115948,7985.0,
"Yes, subscribed",0.5714285714285714,0.2344045368620037,0.3324396782841823,1058.0,
accuracy,0.8898595598805706,0.8898595598805706,0.8898595598805706,0.8898595598805706,0.7795774922971119
macro avg,0.7386704943331729,0.6055554306100877,0.6362089918478885,9043.0,
weighted avg,0.866778953910766,0.8898595598805706,0.8688983687201425,9043.0,
