,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.004,0.002,0.548,
"Yes, subscribed",0.035,0.022,0.023,0.447,
accuracy,0.003,0.003,0.003,0.003,0.009
macro avg,0.018,0.010,0.012,0.447,
weighted avg,0.005,0.003,0.004,0.447,
