,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.016,0.005,0.010,0.548,
Recidivism,0.013,0.028,0.021,0.447,
accuracy,0.015,0.015,0.015,0.015,0.019
macro avg,0.015,0.016,0.016,0.447,
weighted avg,0.015,0.015,0.015,0.447,
