,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.701±0.016,0.761±0.005,0.730±0.010,792.600±0.548,nan±nan
Recidivism,0.674±0.013,0.604±0.028,0.637±0.021,650.200±0.447,nan±nan
accuracy,0.690±0.015,0.690±0.015,0.690±0.015,0.690±0.015,0.741±0.019
macro avg,0.688±0.015,0.683±0.016,0.684±0.016,1442.800±0.447,nan±nan
weighted avg,0.689±0.015,0.690±0.015,0.688±0.015,1442.800±0.447,nan±nan
