,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.695752009184845,0.7651515151515151,0.7288033674082983,792.0,
Recidivism,0.6742556917688266,0.5923076923076923,0.6306306306306306,650.0,
accuracy,0.687239944521498,0.687239944521498,0.687239944521498,0.687239944521498,0.7451048951048952
macro avg,0.6850038504768359,0.6787296037296038,0.6797169990194645,1442.0,
weighted avg,0.6860622683246426,0.687239944521498,0.6845507468081014,1442.0,
