,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.000,0.001,0.000,0.500,
Stroke,0.000,0.000,0.000,0.500,
accuracy,0.001,0.001,0.001,0.001,0.022
macro avg,0.000,0.000,0.000,0.000,
weighted avg,0.001,0.001,0.001,0.000,
