,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.996±0.003,0.504±0.017,0.669±0.015,972.200±0.447,nan±nan
Stroke,0.090±0.005,0.960±0.028,0.165±0.008,49.800±0.447,nan±nan
accuracy,0.526±0.017,0.526±0.017,0.526±0.017,0.526±0.017,0.834±0.032
macro avg,0.543±0.004,0.732±0.019,0.417±0.011,1022.000±0.000,nan±nan
weighted avg,0.952±0.003,0.526±0.017,0.644±0.015,1022.000±0.000,nan±nan
