,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902,0.985,0.942,7984.400,
"Yes, subscribed",0.627,0.188,0.289,1057.800,
accuracy,0.892,0.892,0.892,0.892,0.772
macro avg,0.764,0.587,0.615,9042.200,
weighted avg,0.869,0.892,0.865,9042.200,
