,precision,recall,f1-score,support,ROC_AUC
No subscription,0.9002407980736155,0.9833416833667334,0.9399580963783298,7984.0,
"Yes, subscribed",0.5856697819314641,0.1776937618147448,0.2726613488034807,1058.0,
accuracy,0.8890732138907321,0.8890732138907321,0.8890732138907321,0.8890732138907321,0.7659310823916263
macro avg,0.7429552900025398,0.5805177225907391,0.6063097225909053,9042.0,
weighted avg,0.8634329972465422,0.8890732138907321,0.8618780301392024,9042.0,
