,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.019,0.065,0.025,0.548,
Recidivism,0.041,0.064,0.026,0.447,
accuracy,0.016,0.016,0.016,0.016,0.017
macro avg,0.019,0.015,0.015,0.447,
weighted avg,0.018,0.016,0.015,0.447,
